ID;Cruise-ID;Vessel;Obs_Date_ISO;Obs_Date_Excel;Obs_Lat;Obs_Lon;Ice_Conc;RV;Total;no25-100;no100-200;no200-400;no400-800;no800-1600;no1600-3200;gt3200
971;848501;IceBird;1984-11-11T17:00Z;11/11/1984 17:00;-60.67;54.70;x;x;1;0;0;1;0;0;0;0
972;848501;IceBird;1984-11-11T18:00Z;11/11/1984 18:00;-61.00;54.70;x;x;1;0;0;1;0;0;0;0
973;848501;IceBird;1984-11-12T00:00Z;12/11/1984 0:00;-61.67;55.00;x;x;1;0;0;1;0;0;0;0
974;848501;IceBird;1984-11-12T06:00Z;12/11/1984 6:00;-62.83;55.70;x;x;1;0;0;0;1;0;0;0
975;848501;IceBird;1984-11-12T12:00Z;12/11/1984 12:00;-63.50;56.67;x;x;0;0;0;0;0;0;0;0
976;848501;IceBird;1984-11-12T18:00Z;12/11/1984 18:00;-64.00;57.67;x;x;0;0;0;0;0;0;0;0
977;848501;IceBird;1984-11-14T00:00Z;14/11/1984 0:00;-66.90;62.17;x;x;60;0;20;20;20;0;0;0
978;848501;IceBird;1984-11-14T06:00Z;14/11/1984 6:00;-66.90;62.17;x;x;60;0;20;20;20;0;0;0
979;848501;IceBird;1984-11-14T09:00Z;14/11/1984 9:00;-66.90;62.17;x;x;60;0;20;20;20;0;0;0
980;848501;IceBird;1984-11-14T12:00Z;14/11/1984 12:00;-66.90;61.33;x;x;100;0;80;14;4;2;0;0
981;848501;IceBird;1984-11-14T18:00Z;14/11/1984 18:00;-66.80;60.17;x;x;80;0;80;0;0;0;0;0
982;848501;IceBird;1984-11-16T06:00Z;16/11/1984 6:00;-66.70;61.90;x;x;42;5;30;7;0;0;0;0
983;848501;IceBird;1984-11-16T12:00Z;16/11/1984 12:00;-66.90;64.33;x;x;50;7;35;3;4;1;0;0
984;848501;IceBird;1984-11-16T16:00Z;16/11/1984 16:00;-67.33;66.17;x;x;0;0;0;0;0;0;0;0
985;848501;IceBird;1984-11-16T18:00Z;16/11/1984 18:00;-67.50;66.17;x;x;120;0;0;0;0;0;0;0
986;848501;IceBird;1984-11-16T21:30Z;16/11/1984 21:30;-66.80;67.80;x;x;1;0;0;0;0;0;0;0
987;848501;IceBird;1984-11-17T00:00Z;17/11/1984 0:00;-66.80;68.17;x;x;39;0;14;4;21;0;0;0
988;848501;IceBird;1984-11-17T05:00Z;17/11/1984 5:00;-67.17;70.17;x;x;100;0;13;60;20;7;0;0
989;848501;IceBird;1984-11-17T12:00Z;17/11/1984 12:00;-67.17;72.00;x;x;10;1;4;4;1;0;0;0
990;848501;IceBird;1984-11-17T18:00Z;17/11/1984 18:00;-67.83;73.33;x;x;3;0;0;3;0;0;0;0
991;848501;IceBird;1984-11-18T00:00Z;18/11/1984 0:00;-67.33;73.00;x;x;0;0;0;0;0;0;0;0
992;848501;IceBird;1984-11-18T06:00Z;18/11/1984 6:00;-67.33;67.33;x;x;0;0;0;0;0;0;0;0
993;848501;IceBird;1984-11-18T12:00Z;18/11/1984 12:00;-67.90;75.67;x;x;3;1;1;1;0;0;0;0
994;848501;IceBird;1984-11-18T17:00Z;18/11/1984 17:00;-68.83;77.67;x;x;80;20;40;15;5;0;0;0
995;848501;IceBird;1984-11-19T00:00Z;19/11/1984 0:00;-69.00;77.80;x;x;80;20;40;15;5;0;0;0
996;848501;IceBird;1984-11-19T06:00Z;19/11/1984 6:00;-69.00;77.80;x;x;80;20;40;15;5;0;0;0
997;848501;IceBird;1984-11-19T12:00Z;19/11/1984 12:00;-68.33;77.83;x;x;40;0;10;13;15;2;0;0
998;848501;IceBird;1984-11-20T00:00Z;20/11/1984 0:00;-66.80;78.50;x;x;33;0;8;21;4;0;0;0
999;848501;IceBird;1984-11-20T06:00Z;20/11/1984 6:00;-67.00;79.33;x;x;28;0;0;18;10;0;0;0
1000;848501;IceBird;1984-11-20T12:00Z;20/11/1984 12:00;-67.33;77.50;x;x;3;0;2;1;0;0;0;0
1001;848501;IceBird;1984-11-21T00:00Z;21/11/1984 0:00;-66.17;77.90;x;x;5;0;2;2;1;0;0;0
1002;848501;IceBird;1984-11-21T06:00Z;21/11/1984 6:00;-66.00;78.67;x;x;2;0;0;2;0;0;0;0
1003;848501;IceBird;1984-11-21T12:00Z;21/11/1984 12:00;-65.00;79.90;x;x;5;0;0;3;2;0;0;0
1004;848501;IceBird;1984-11-22T00:00Z;22/11/1984 0:00;-63.70;82.33;x;x;12;4;2;5;1;0;0;0
1005;848501;IceBird;1984-11-22T06:00Z;22/11/1984 6:00;-63.33;84.17;x;x;13;4;2;5;1;1;0;0
1006;848501;IceBird;1984-11-22T12:00Z;22/11/1984 12:00;-62.90;85.83;x;x;40;15;17;8;0;0;0;0
1007;848501;IceBird;1984-11-23T00:00Z;23/11/1984 0:00;-63.00;88.50;x;x;32;20;6;6;0;0;0;0
1008;848501;IceBird;1984-11-23T06:00Z;23/11/1984 6:00;-63.50;89.00;x;x;24;16;1;4;3;0;0;0
1009;848501;IceBird;1984-11-23T12:00Z;23/11/1984 12:00;-64.17;89.80;x;x;50;10;12;27;1;0;0;0
1010;848501;IceBird;1984-11-24T00:00Z;24/11/1984 0:00;-65.33;91.17;x;x;34;30;4;0;0;0;0;0
1011;848501;IceBird;1984-11-24T06:00Z;24/11/1984 6:00;-65.33;90.80;x;x;45;40;4;1;0;0;0;0
1012;848501;IceBird;1984-11-24T12:00Z;24/11/1984 12:00;-66.17;92.00;x;x;54;10;15;23;6;0;0;0
1013;848501;IceBird;1984-11-26T06:00Z;26/11/1984 6:00;-64.80;94.33;x;x;83;10;10;43;20;0;0;0
1014;848501;IceBird;1984-11-26T12:00Z;26/11/1984 12:00;-64.80;93.67;x;x;56;20;5;16;13;2;0;0
1015;848501;IceBird;1984-11-27T00:00Z;27/11/1984 0:00;-65.17;93.70;x;x;46;25;11;8;2;0;0;0
1016;848501;IceBird;1984-11-27T06:00Z;27/11/1984 6:00;-65.33;93.80;x;x;46;25;11;8;2;0;0;0
1017;848501;IceBird;1984-11-27T12:00Z;27/11/1984 12:00;-65.83;93.90;x;x;38;20;11;5;2;0;0;0
1018;848501;IceBird;1984-11-29T06:00Z;29/11/1984 6:00;-66.17;93.33;x;x;37;0;0;0;0;0;0;0
1019;848501;IceBird;1984-11-30T00:00Z;30/11/1984 0:00;-66.17;94.67;x;x;11;0;0;0;0;0;0;0
1020;848501;IceBird;1984-11-30T12:00Z;30/11/1984 12:00;-66.00;91.70;x;x;29;0;0;0;0;0;0;0
1021;848501;IceBird;1984-12-01T00:00Z;1/12/1984 0:00;-65.70;91.00;x;x;25;20;3;1;1;0;0;0
1022;848501;IceBird;1984-12-01T12:00Z;1/12/1984 12:00;-65.17;90.70;x;x;46;22;11;7;3;3;0;0
1023;848501;IceBird;1984-12-02T00:00Z;2/12/1984 0:00;-65.00;90.33;x;x;20;0;0;0;0;0;0;0
1024;848501;IceBird;1984-12-02T12:00Z;2/12/1984 12:00;-64.17;91.00;x;x;25;14;6;5;0;0;0;0
1025;848501;IceBird;1984-12-02T15:00Z;2/12/1984 15:00;-64.00;92.00;x;x;1;0;1;0;0;0;0;0
1026;848501;IceBird;1984-12-03T00:00Z;3/12/1984 0:00;-63.50;93.00;x;x;12;1;7;4;0;0;0;0
1027;848501;IceBird;1984-12-03T06:00Z;3/12/1984 6:00;-63.00;95.70;x;x;6;1;0;5;0;0;0;0
1028;848501;IceBird;1984-12-03T12:00Z;3/12/1984 12:00;-62.90;98.83;x;x;23;5;15;1;2;0;0;0
1029;848501;IceBird;1984-12-03T18:00Z;3/12/1984 18:00;-63.00;101.83;x;x;43;34;8;1;0;0;0;0
1030;848501;IceBird;1984-12-04T00:00Z;4/12/1984 0:00;-63.00;103.70;x;x;21;19;2;0;0;0;0;0
1031;848501;IceBird;1984-12-04T06:00Z;4/12/1984 6:00;-62.80;105.70;x;x;79;49;21;7;2;0;0;0
1032;848501;IceBird;1984-12-04T12:00Z;4/12/1984 12:00;-63.00;106.83;x;x;65;36;23;4;2;0;0;0
1033;848501;IceBird;1984-12-05T00:00Z;5/12/1984 0:00;-62.90;108.90;x;x;20;12;4;3;1;0;0;0
1034;848501;IceBird;1984-12-05T06:00Z;5/12/1984 6:00;-63.70;110.17;x;x;10;6;3;1;0;0;0;0
1035;848501;IceBird;1984-12-05T23:00Z;5/12/1984 23:00;-66.33;109.83;x;x;16;8;0;0;0;8;0;0
1036;848501;IceBird;1984-12-07T00:00Z;7/12/1984 0:00;-65.17;109.67;x;x;6;0;3;0;2;1;0;0
1037;848501;IceBird;1984-12-07T12:00Z;7/12/1984 12:00;-63.17;109.83;x;x;7;0;0;0;0;0;0;0
1038;848501;IceBird;1984-12-07T18:00Z;7/12/1984 18:00;-62.00;110.00;x;x;6;0;1;2;2;1;0;0
1039;848501;IceBird;1984-12-09T00:00Z;9/12/1984 0:00;-57.00;117.00;x;x;1;0;1;0;0;0;0;0
1040;848502;NellaDan;1985-01-20T02:00Z;20/1/1985 2:00;-65.53;77.90;x;x;7;0;0;0;0;0;0;0
1041;848502;NellaDan;1985-01-20T04:00Z;20/1/1985 4:00;-65.93;77.97;x;x;1;0;1;0;0;0;0;0
1042;848502;NellaDan;1985-01-20T05:00Z;20/1/1985 5:00;-66.00;77.98;x;x;7;0;0;0;0;0;0;0
1043;848502;NellaDan;1985-01-20T06:55Z;20/1/1985 6:55;-66.18;78.02;x;x;5;0;2;3;0;0;0;0
1044;848502;NellaDan;1985-01-20T07:45Z;20/1/1985 7:45;-66.45;78.30;x;x;1;0;0;0;1;0;0;0
1045;848502;NellaDan;1985-01-20T08:15Z;20/1/1985 8:15;-66.52;78.23;x;x;6;0;4;1;1;0;0;0
1046;848502;NellaDan;1985-01-20T08:50Z;20/1/1985 8:50;-66.67;78.00;x;x;20;4;5;4;4;3;0;0
1047;848502;NellaDan;1985-01-20T12:00Z;20/1/1985 12:00;-66.33;78.32;x;x;12;0;0;0;0;0;0;0
1048;848502;NellaDan;1985-01-20T13:00Z;20/1/1985 13:00;-66.22;78.35;x;x;15;0;0;0;0;0;0;0
1049;848502;NellaDan;1985-01-20T14:00Z;20/1/1985 14:00;-66.07;78.60;x;x;27;0;0;0;0;0;0;0
1050;848502;NellaDan;1985-01-20T16:00Z;20/1/1985 16:00;-65.90;79.33;x;x;30;0;0;0;0;0;0;0
1051;848502;NellaDan;1985-01-20T17:00Z;20/1/1985 17:00;-65.78;79.63;x;x;30;0;0;0;0;0;0;0
1052;848502;NellaDan;1985-01-20T18:10Z;20/1/1985 18:10;-65.63;79.98;x;x;25;0;0;0;0;0;0;0
1053;848502;NellaDan;1985-01-20T19:10Z;20/1/1985 19:10;-65.52;80.22;x;x;40;0;0;0;0;0;0;0
1054;848502;NellaDan;1985-01-20T20:10Z;20/1/1985 20:10;-65.35;80.40;x;x;30;0;0;0;0;0;0;0
1055;848502;NellaDan;1985-01-20T21:10Z;20/1/1985 21:10;-65.17;80.63;x;x;30;0;0;0;0;0;0;0
1056;848502;NellaDan;1985-01-20T22:15Z;20/1/1985 22:15;-65.03;80.83;x;x;12;0;0;0;0;0;0;0
1057;848502;NellaDan;1985-01-20T22:50Z;20/1/1985 22:50;-64.93;80.97;x;x;9;0;0;0;0;0;0;0
1058;848502;NellaDan;1985-01-21T01:00Z;21/1/1985 1:00;-64.98;81.88;x;x;28;0;0;0;0;0;0;0
1059;848502;NellaDan;1985-01-21T03:00Z;21/1/1985 3:00;-65.17;82.70;x;x;17;0;0;0;0;0;0;0
1060;848502;NellaDan;1985-01-21T05:00Z;21/1/1985 5:00;-65.28;82.98;x;x;31;0;0;0;0;0;0;0
1061;848502;NellaDan;1985-01-21T06:50Z;21/1/1985 6:50;-65.12;82.95;x;x;13;4;4;3;2;0;0;0
1062;848502;NellaDan;1985-01-21T07:35Z;21/1/1985 7:35;-65.00;83.00;x;x;4;0;2;2;0;0;0;0
1063;848502;NellaDan;1985-01-21T15:00Z;21/1/1985 15:00;-64.57;83.05;x;x;9;0;0;0;0;0;0;0
1064;848502;NellaDan;1985-01-21T17:00Z;21/1/1985 17:00;-64.17;83.02;x;x;16;0;0;0;0;0;0;0
1065;848502;NellaDan;1985-01-21T18:15Z;21/1/1985 18:15;-64.00;83.02;x;x;4;0;0;0;0;0;0;0
1066;848502;NellaDan;1985-01-21T19:10Z;21/1/1985 19:10;-63.87;83.00;x;x;5;2;2;1;0;0;0;0
1067;848502;NellaDan;1985-01-21T20:00Z;21/1/1985 20:00;-63.82;83.03;x;x;8;2;3;2;1;0;0;0
1068;848502;NellaDan;1985-01-21T21:00Z;21/1/1985 21:00;-63.62;83.03;x;x;8;2;2;4;0;0;0;0
1069;848502;NellaDan;1985-01-21T21:45Z;21/1/1985 21:45;-63.47;83.03;x;x;10;6;3;1;0;0;0;0
1070;848502;NellaDan;1985-01-21T22:45Z;21/1/1985 22:45;-63.27;83.02;x;x;16;12;4;0;0;0;0;0
1071;848502;NellaDan;1985-01-22T00:00Z;22/1/1985 0:00;-63.05;82.98;x;x;12;0;9;3;0;0;0;0
1072;848502;NellaDan;1985-01-22T09:00Z;22/1/1985 9:00;-62.90;83.02;x;x;28;15;8;4;1;0;0;0
1073;848502;NellaDan;1985-01-22T09:35Z;22/1/1985 9:35;-62.75;83.00;x;x;17;4;5;5;3;0;0;0
1074;848502;NellaDan;1985-01-22T10:25Z;22/1/1985 10:25;-62.58;83.02;x;x;9;4;4;1;0;0;0;0
1075;848502;NellaDan;1985-01-22T10:50Z;22/1/1985 10:50;-62.48;82.98;x;x;5;2;2;1;0;0;0;0
1076;848502;NellaDan;1985-01-22T12:00Z;22/1/1985 12:00;-62.25;82.98;x;x;11;0;0;0;0;0;0;0
1077;848502;NellaDan;1985-01-22T15:00Z;22/1/1985 15:00;-61.85;82.98;x;x;16;0;0;0;0;0;0;0
1078;848502;NellaDan;1985-01-22T17:00Z;22/1/1985 17:00;-61.45;82.98;x;x;10;0;0;0;0;0;0;0
1079;848502;NellaDan;1985-01-22T18:30Z;22/1/1985 18:30;-61.15;82.98;x;x;3;0;1;2;0;0;0;0
1080;848502;NellaDan;1985-01-22T20:30Z;22/1/1985 20:30;-60.95;83.02;x;x;4;0;3;0;1;0;0;0
1081;848502;NellaDan;1985-01-23T05:00Z;23/1/1985 5:00;-60.00;83.32;x;x;1;0;0;0;0;0;0;0
1082;848502;NellaDan;1985-01-23T07:20Z;23/1/1985 7:20;-60.02;84.28;x;x;7;6;1;0;0;0;0;0
1083;848502;NellaDan;1985-01-23T09:00Z;23/1/1985 9:00;-60.03;85.00;x;x;14;9;4;1;0;0;0;0
1084;848502;NellaDan;1985-01-23T10:15Z;23/1/1985 10:15;-60.02;85.50;x;x;20;9;4;3;2;2;0;0
1085;848502;NellaDan;1985-01-23T10:45Z;23/1/1985 10:45;-60.00;85.77;x;x;6;2;4;0;0;0;0;0
1086;848502;NellaDan;1985-01-23T13:00Z;23/1/1985 13:00;-60.00;86.72;x;x;11;4;7;0;0;0;0;0
1087;848502;NellaDan;1985-01-23T15:00Z;23/1/1985 15:00;-60.00;87.53;x;x;2;0;0;0;0;0;0;0
1088;848502;NellaDan;1985-01-23T22:35Z;23/1/1985 22:35;-60.72;88.00;x;x;10;2;2;3;3;0;0;0
1089;848502;NellaDan;1985-01-23T22:50Z;23/1/1985 22:50;-60.77;88.00;x;x;8;0;6;2;0;0;0;0
1090;848502;NellaDan;1985-01-24T04:00Z;24/1/1985 4:00;-61.60;87.97;x;x;11;0;0;0;0;0;0;0
1091;848502;NellaDan;1985-01-24T05:00Z;24/1/1985 5:00;-61.80;87.93;x;x;23;0;0;0;0;0;0;0
1092;848502;NellaDan;1985-01-24T06:15Z;24/1/1985 6:15;-62.00;88.00;x;x;52;22;18;6;5;1;0;0
1093;848502;NellaDan;1985-01-24T08:30Z;24/1/1985 8:30;-62.22;87.98;x;x;80;20;24;16;20;0;0;0
1094;848502;NellaDan;1985-01-24T10:00Z;24/1/1985 10:00;-62.58;87.95;x;x;90;25;20;28;12;5;0;0
1095;848502;NellaDan;1985-01-24T10:45Z;24/1/1985 10:45;-62.70;88.00;x;x;60;15;19;22;4;0;0;0
1096;848502;NellaDan;1985-01-24T12:00Z;24/1/1985 12:00;-62.97;87.97;x;x;68;19;27;20;2;0;0;0
1097;848502;NellaDan;1985-01-24T16:00Z;24/1/1985 16:00;-63.18;88.00;x;x;30;0;0;0;0;0;0;0
1098;848502;NellaDan;1985-01-24T18:00Z;24/1/1985 18:00;-63.40;88.00;x;x;34;0;0;0;0;0;0;0
1099;848502;NellaDan;1985-01-24T19:00Z;24/1/1985 19:00;-63.60;87.98;x;x;28;0;0;0;0;0;0;0
1100;848502;NellaDan;1985-01-24T20:00Z;24/1/1985 20:00;-63.80;87.98;x;x;24;0;0;0;0;0;0;0
1101;848502;NellaDan;1985-01-24T21:00Z;24/1/1985 21:00;-64.00;88.00;x;x;18;0;0;0;0;0;0;0
1102;848502;NellaDan;1985-01-24T22:00Z;24/1/1985 22:00;-64.20;87.97;x;x;15;4;9;2;0;0;0;0
1103;848502;NellaDan;1985-01-24T23:00Z;24/1/1985 23:00;-64.38;87.98;x;x;16;5;9;2;0;0;0;0
1104;848502;NellaDan;1985-01-24T24:00Z;24/1/1985 24:00;-64.60;88.00;x;x;10;5;4;1;0;0;0;0
1105;848502;NellaDan;1985-01-25T05:00Z;25/1/1985 5:00;-64.88;88.20;x;x;4;1;2;1;0;0;0;0
1106;848502;NellaDan;1985-01-25T09:00Z;25/1/1985 9:00;-64.72;89.17;x;x;13;4;3;4;2;0;0;0
1107;848502;NellaDan;1985-01-25T10:30Z;25/1/1985 10:30;-64.83;89.73;x;x;9;2;4;2;0;1;0;0
1108;848502;NellaDan;1985-01-25T12:00Z;25/1/1985 12:00;-64.55;89.88;x;x;19;4;3;9;3;0;0;0
1109;848502;NellaDan;1985-01-25T14:00Z;25/1/1985 14:00;-64.48;90.72;x;x;18;8;4;6;0;0;0;0
1110;848502;NellaDan;1985-01-25T17:00Z;25/1/1985 17:00;-64.58;91.18;x;x;73;0;0;0;0;0;0;0
1111;848502;NellaDan;1985-01-25T19:00Z;25/1/1985 19:00;-64.20;91.35;x;x;14;0;0;0;0;0;0;0
1112;848502;NellaDan;1985-01-25T20:00Z;25/1/1985 20:00;-64.18;91.62;x;x;16;0;0;0;0;0;0;0
1113;848502;NellaDan;1985-01-25T22:00Z;25/1/1985 22:00;-64.12;92.35;x;x;22;14;4;3;1;0;0;0
1114;848502;NellaDan;1985-01-25T22:45Z;25/1/1985 22:45;-64.23;92.60;x;x;8;3;3;2;0;0;0;0
1115;848502;NellaDan;1985-01-26T01:00Z;26/1/1985 1:00;-64.05;92.93;x;x;9;0;0;0;0;0;0;0
1116;848502;NellaDan;1985-01-26T05:00Z;26/1/1985 5:00;-64.58;92.90;x;x;16;0;0;0;0;0;0;0
1117;848502;NellaDan;1985-01-26T08:00Z;26/1/1985 8:00;-62.97;92.98;x;x;33;14;9;10;0;0;0;0
1118;848502;NellaDan;1985-01-26T10:00Z;26/1/1985 10:00;-62.83;93.02;x;x;16;6;4;4;2;0;0;0
1119;848502;NellaDan;1985-01-26T12:00Z;26/1/1985 12:00;-62.75;93.00;x;x;40;9;11;17;3;0;0;0
1120;848502;NellaDan;1985-01-26T14:45Z;26/1/1985 14:45;-62.12;92.90;x;x;38;0;0;0;0;0;0;0
1121;848502;NellaDan;1985-01-26T18:30Z;26/1/1985 18:30;-61.70;93.83;x;x;6;0;6;0;0;0;0;0
1122;848502;NellaDan;1985-01-26T19:30Z;26/1/1985 19:30;-61.62;93.28;x;x;3;0;3;0;0;0;0;0
1123;848502;NellaDan;1985-01-26T20:25Z;26/1/1985 20:25;-61.53;93.63;x;x;1;0;1;0;0;0;0;0
1124;848502;NellaDan;1985-01-26T21:30Z;26/1/1985 21:30;-61.42;95.00;x;x;100;0;0;0;0;0;0;0
1125;848502;NellaDan;1985-01-27T03:00Z;27/1/1985 3:00;-60.92;96.95;x;x;100;0;0;0;0;0;0;0
1126;848502;NellaDan;1985-01-27T04:15Z;27/1/1985 4:15;-60.80;97.43;x;x;12;1;6;5;0;0;0;0
1127;848502;NellaDan;1985-01-27T09:28Z;27/1/1985 9:28;-60.28;99.13;x;x;15;5;5;5;0;0;0;0
1128;848502;NellaDan;1985-01-27T11:17Z;27/1/1985 11:17;-60.12;99.77;x;x;37;0;30;5;2;0;0;0
1129;848502;NellaDan;1985-01-27T13:45Z;27/1/1985 13:45;-59.85;100.72;x;x;11;0;0;0;0;0;0;0
1130;848502;NellaDan;1985-01-27T20:28Z;27/1/1985 20:28;-59.23;102.95;x;x;5;0;5;0;0;0;0;0
1131;848502;NellaDan;1985-01-28T00:00Z;28/1/1985 0:00;-58.87;104.10;x;x;5;1;3;1;0;0;0;0
1132;848502;NellaDan;1985-01-28T02:00Z;28/1/1985 2:00;-58.70;104.67;x;x;6;1;1;4;0;0;0;0
1133;848502;NellaDan;1985-01-28T07:20Z;28/1/1985 7:20;-58.62;105.62;x;x;1;0;0;1;0;0;0;0
1134;848502;NellaDan;1985-01-28T09:16Z;28/1/1985 9:16;-57.93;107.37;x;x;1;0;0;0;1;0;0;0
1135;848502;NellaDan;1985-01-28T10:25Z;28/1/1985 10:25;-57.78;107.50;x;x;5;5;0;0;0;0;0;0
1136;848502;NellaDan;1985-01-28T16:30Z;28/1/1985 16:30;-57.30;109.55;x;x;1;0;0;1;0;0;0;0
1137;848502;NellaDan;1985-01-28T18:45Z;28/1/1985 18:45;-57.20;110.35;x;x;1;0;0;1;0;0;0;0
1138;848502;NellaDan;1985-02-04T09:40Z;4/2/1985 9:40;-63.93;89.32;x;x;16;5;10;1;0;0;0;0
1139;848502;NellaDan;1985-02-04T11:00Z;4/2/1985 11:00;-63.93;89.90;x;x;9;1;8;0;0;0;0;0
1140;848502;NellaDan;1985-02-04T15:00Z;4/2/1985 15:00;-63.90;90.98;x;x;12;2;8;2;0;0;0;0
1141;848502;NellaDan;1985-02-04T18:20Z;4/2/1985 18:20;-63.83;92.87;x;x;21;7;10;4;0;0;0;0
1142;848502;NellaDan;1985-02-04T22:35Z;4/2/1985 22:35;-63.75;94.02;x;x;100;87;10;3;0;0;0;0
1143;848502;NellaDan;1985-02-05T04:00Z;5/2/1985 4:00;-63.80;96.27;x;x;24;4;10;10;0;0;0;0
1144;848502;NellaDan;1985-02-05T07:10Z;5/2/1985 7:10;-63.85;97.42;x;x;9;2;5;2;0;0;0;0
1145;848502;NellaDan;1985-02-05T10:50Z;5/2/1985 10:50;-63.93;98.82;x;x;3;0;1;2;0;0;0;0
1146;848502;NellaDan;1985-02-05T12:20Z;5/2/1985 12:20;-63.97;99.35;x;x;9;2;5;2;0;0;0;0
1147;848502;NellaDan;1985-02-05T15:40Z;5/2/1985 15:40;-64.17;100.15;x;x;3;0;3;0;0;0;0;0
1148;848502;NellaDan;1985-02-05T18:20Z;5/2/1985 18:20;-64.47;100.48;x;x;12;5;7;0;0;0;0;0
1149;848502;NellaDan;1985-02-05T22:00Z;5/2/1985 22:00;-64.83;101.07;x;x;100;30;63;5;2;0;0;0
1150;848502;NellaDan;1985-02-06T02:00Z;6/2/1985 2:00;-65.50;101.50;x;x;100;20;35;45;0;0;0;0
1151;848503;NellaDan;1985-02-14T15:00Z;14/2/1985 15:00;-59.08;118.25;x;x;2;0;0;0;0;0;0;0
1152;848503;NellaDan;1985-02-14T15:25Z;14/2/1985 15:25;-59.12;118.57;x;x;2;0;0;0;0;0;0;0
1153;848503;NellaDan;1985-02-14T16:35Z;14/2/1985 16:35;-59.17;118.23;x;x;1;0;0;0;0;0;0;0
1154;848503;NellaDan;1985-02-14T19:50Z;14/2/1985 19:50;-59.37;117.33;x;x;1;1;0;0;0;0;0;0
1155;848503;NellaDan;1985-02-15T00:06Z;15/2/1985 0:06;-59.55;115.92;x;x;1;0;0;0;0;0;0;0
1156;848503;NellaDan;1985-02-15T01:35Z;15/2/1985 1:35;-59.67;115.38;x;x;2;1;1;0;0;0;0;0
1157;848503;NellaDan;1985-02-15T03:55Z;15/2/1985 3:55;-59.80;114.72;x;x;2;0;0;0;0;0;0;0
1158;848503;NellaDan;1985-02-15T05:04Z;15/2/1985 5:04;-59.85;114.43;x;x;1;0;1;0;0;0;0;0
1159;848503;NellaDan;1985-02-15T06:07Z;15/2/1985 6:07;-59.88;114.22;x;x;1;0;0;0;0;0;0;0
1160;848503;NellaDan;1985-02-15T07:20Z;15/2/1985 7:20;-59.87;113.68;x;x;1;0;1;0;0;0;0;0
1161;848503;NellaDan;1985-02-15T09:30Z;15/2/1985 9:30;-60.00;113.40;x;x;1;1;0;0;0;0;0;0
1162;848503;NellaDan;1985-02-15T10:30Z;15/2/1985 10:30;-60.05;113.23;x;x;3;3;0;0;0;0;0;0
1163;848503;NellaDan;1985-02-15T13:00Z;15/2/1985 13:00;-60.15;112.67;x;x;3;2;1;0;0;0;0;0
1164;848503;NellaDan;1985-02-15T15:10Z;15/2/1985 15:10;-60.20;112.28;x;x;2;0;0;0;0;0;0;0
1165;848503;NellaDan;1985-02-15T16:51Z;15/2/1985 16:51;-60.22;111.98;x;x;1;0;1;0;0;0;0;0
1166;848503;NellaDan;1985-02-15T18:24Z;15/2/1985 18:24;-60.28;111.65;x;x;2;0;2;0;0;0;0;0
1167;848503;NellaDan;1985-02-15T21:00Z;15/2/1985 21:00;-60.38;111.17;x;x;2;1;1;0;0;0;0;0
1168;848503;NellaDan;1985-02-15T23:00Z;15/2/1985 23:00;-60.50;110.65;x;x;1;0;1;0;0;0;0;0
1169;848503;NellaDan;1985-02-16T00:00Z;16/2/1985 0:00;-60.55;110.40;x;x;3;3;0;0;0;0;0;0
1170;848503;NellaDan;1985-02-16T01:00Z;16/2/1985 1:00;-60.62;110.10;x;x;7;2;5;0;0;0;0;0
1171;848503;NellaDan;1985-02-16T03:00Z;16/2/1985 3:00;-60.80;109.48;x;x;6;3;2;1;0;0;0;0
1172;848503;NellaDan;1985-02-16T05:28Z;16/2/1985 5:28;-60.92;108.62;x;x;2;0;2;0;0;0;0;0
1173;848503;NellaDan;1985-02-16T07:38Z;16/2/1985 7:38;-61.05;107.78;x;x;20;10;10;0;0;0;0;0
1174;848503;NellaDan;1985-02-16T09:00Z;16/2/1985 9:00;-61.13;107.32;x;x;80;0;0;0;0;0;0;0
1175;848503;NellaDan;1985-02-16T11:00Z;16/2/1985 11:00;-61.25;106.45;x;x;54;0;0;0;0;0;0;0
1176;848503;NellaDan;1985-02-16T13:13Z;16/2/1985 13:13;-61.40;105.57;x;x;56;0;0;0;0;0;0;0
1177;848503;NellaDan;1985-02-16T14:38Z;16/2/1985 14:38;-61.47;105.07;x;x;48;0;0;0;0;0;0;0
1178;848503;NellaDan;1985-02-16T18:00Z;16/2/1985 18:00;-61.63;103.62;x;x;40;20;20;0;0;0;0;0
1179;848503;NellaDan;1985-02-16T20:00Z;16/2/1985 20:00;-61.80;102.92;x;x;100;0;0;0;0;0;0;0
1180;848503;NellaDan;1985-02-16T23:00Z;16/2/1985 23:00;-62.03;101.75;x;x;80;0;0;0;0;0;0;0
1181;848503;NellaDan;1985-02-17T02:30Z;17/2/1985 2:30;-62.27;100.32;x;x;48;0;0;0;0;0;0;0
1182;848503;NellaDan;1985-02-17T07:00Z;17/2/1985 7:00;-62.62;98.43;x;x;80;40;30;10;0;0;0;0
1183;848503;NellaDan;1985-02-17T07:30Z;17/2/1985 7:30;-62.80;97.43;x;x;50;20;25;5;0;0;0;0
1184;848503;NellaDan;1985-02-17T12:00Z;17/2/1985 12:00;-62.83;96.07;x;x;53;20;25;8;0;0;0;0
1185;848503;NellaDan;1985-02-17T14:30Z;17/2/1985 14:30;-63.15;95.30;x;x;50;6;40;4;0;0;0;0
